STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC,PATCH_A,POTHOLES_A,BLEEDING,RAVELING,MAX_MEAN_DEPTH_WIRE_REF,LLH_DEPTH_WIRE_REF_MEAN,RLH_DEPTH_WIRE_REF_MEAN,BOUND_THICKNESS_CM,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
11,1400,1,G,1,1990-03-23,3.237,3.024,ACUB,0,0,274,0,0.9,0.0,262.0,0.0,,,,12.7,1990,,,111400,14,15.0,1131.2,1965-01-01,DC
11,1400,1,G,1,1990-03-23,3.243,2.968,ACUB,0,0,274,0,0.9,0.0,262.0,0.0,,,,12.7,1990,,,111400,14,15.0,1131.2,1965-01-01,DC
11,1400,1,G,1,1990-03-23,3.279,3.023,ACUB,0,0,274,0,0.9,0.0,262.0,0.0,,,,12.7,1990,,,111400,14,15.0,1131.2,1965-01-01,DC
11,1400,1,G,1,1990-03-23,3.242,3.009,ACUB,0,0,274,0,0.9,0.0,262.0,0.0,,,,12.7,1990,,,111400,14,15.0,1131.2,1965-01-01,DC
11,1400,1,G,1,1990-03-23,3.229,3.1,ACUB,0,0,274,0,0.9,0.0,262.0,0.0,,,,12.7,1990,,,111400,14,15.0,1131.2,1965-01-01,DC
