STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
12,3804,1,G,3,1994-09-01,2.176,1.814,JPCTB,,,,,,,,,,,12.0,1994,,664.0,123804,0,23.4,1395.6,1985-07-01,FL
12,3804,1,G,3,1994-09-01,2.126,1.827,JPCTB,,,,,,,,,,,12.0,1994,,664.0,123804,0,23.4,1395.6,1985-07-01,FL
12,3804,1,G,3,1994-09-01,2.159,1.772,JPCTB,,,,,,,,,,,12.0,1994,,664.0,123804,0,23.4,1395.6,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.975,2.024,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.975,2.024,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.993,1.977,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.993,1.977,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,2.002,1.992,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,2.002,1.992,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.997,1.985,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.997,1.985,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.987,1.986,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
12,3804,1,G,3,1998-02-10,1.987,1.986,JPCTB,81,86.0,1.7,0.0,22.0,0.0,,,,,12.0,1998,1470.0,542.0,123804,0,23.4,1462.1,1985-07-01,FL
