,0
KESAL_YEAR,0.011695844963873957
AGE_YR,0.0192737855083536
SITE_FACTOR,0.019794690481943215
AADTT_LTPPLN,0.02231966560491581
MEPDG_LONG_CRACK_LENGTH_AC,0.026076278823156617
BOUND_THICKNESS_CM,0.03689990771554416
TOTAL_ANN_PRECIP,0.04733361122906222
FREEZE_INDEX_YR,0.04778614138248138
MAX_MEAN_DEPTH_WIRE_REF,0.04967994306026885
MEAN_ANN_TEMP_AVG,0.06303226779915838
HPMS16_CRACKING_PERCENT_AC,0.06823907553299227
PATCH_A,0.11883346990480548
MEPDG_TRANS_CRACK_LENGTH_AC,0.1527548538166982
