Model,R2,RMSE,MAE,Train_time_s,CV_R2_mean,CV_R2_std,Speedup_vs_RF,Speedup_vs_ANN,Variant,N_train,N_test
MEPDG-style Linear Regression,0.6803102444247053,0.3955365019977056,0.2778495198147779,1.6177,,,1.2360140940841937,1.063361562712493,operational_lagged,1179,180
Random Forest,0.7190470769202266,0.37079936874924124,0.22934574328703713,1.9995,,,1.0,0.8603150787696924,operational_lagged,1179,180
"ANN (MLP, Optuna-tuned)",0.6497916680239149,0.41398580103090227,0.27608799243769094,1.7202,0.37277313563038494,,1.1623648412975236,1.0,operational_lagged,1179,180
"Gradient-Boosted Ensemble (LightGBM, Optuna-tuned)",0.6981600229642789,0.38433557730361567,0.2575235268159016,1.2002,0.5415000888967451,0.09466392256907025,1.6659723379436762,1.4332611231461423,operational_lagged,1179,180
