Model,R2,RMSE,MAE,Train_time_s,CV_R2_mean,CV_R2_std,Speedup_vs_RF,Speedup_vs_ANN,Variant,N_train,N_test
MEPDG-style Linear Regression,-0.17566163457113193,0.8842947015164926,0.6704516140627838,0.9835,,,1.6695475343162174,1.2571428571428571,structural_extended,1097,193
Random Forest,-0.11447507980839733,0.8609759707156764,0.6311657638875978,1.642,,,1.0,0.7529841656516444,structural_extended,1097,193
"ANN (MLP, Optuna-tuned)",-0.21085433489289063,0.8974325145485667,0.6730990157389378,1.2364,-0.07666607828513258,,1.328049175024264,1.0,structural_extended,1097,193
"Gradient-Boosted Ensemble (LightGBM, Optuna-tuned)",-0.34329309693262955,0.9452381494507315,0.7168795795728234,0.9727,0.17723507087542706,0.050055901221112184,1.688084712655495,1.2711010589081937,structural_extended,1097,193
