,0
PUNCHOUTS_NO,0.0
MEPDG_PUNCHOUTS_CRCP,0.0
AADTT_LTPPLN,0.0005630665707638136
LONG_SPALLING_L,0.0017146631530020652
KESAL_YEAR,0.002083514996119872
AGE_YR,0.008494334608210101
YEARS_SINCE_PREV,0.008860251906903769
TOTAL_ANN_PRECIP,0.010277122070532321
BOUND_THICKNESS_CM,0.01340336137098477
FREEZE_INDEX_YR,0.013644825475540159
LOAD_TRANSFER_EFFICIENCY,0.018453128509002565
MEAN_ANN_TEMP_AVG,0.04530626557981835
PREV_IRI,0.2859312926018351
