,0
IS_CRCP,0.00343145364775702
MEPDG_PUNCHOUTS_CRCP,0.0069887800067940575
LONG_SPALLING_L,0.007969973214923817
PUNCHOUTS_NO,0.012504346081963404
PATCH_RIGID_A,0.015486829757202447
TRANS_CRACK_NO,0.035718456649231664
FREEZE_INDEX_YR,0.04371950512432502
AGE_YR,0.05657594826167493
TRANS_SPALLING_L,0.05791087416677266
MEAN_ANN_TEMP_AVG,0.0734249286417847
TOTAL_ANN_PRECIP,0.07661274815337663
BOUND_THICKNESS_CM,0.07674743393240166
AVG_WHEELPATH_FAULT,0.1480069726402922
