Model,R2,RMSE,MAE,Train_time_s,CV_R2_mean,CV_R2_std,Speedup_vs_RF,Speedup_vs_ANN,Variant,N_train,N_test
MEPDG-style Linear Regression,0.16243602028782023,0.6315622164853958,0.46613367957502205,0.1058,,,5.949905482041587,5.120982986767485,no_traffic_lte,1286,407
Random Forest,0.20050241340840502,0.6170434163375867,0.4566257640200454,0.6295,,,1.0,0.8606830818109611,no_traffic_lte,1286,407
"ANN (MLP, Optuna-tuned)",0.01599343487292526,0.6845515250613798,0.5263030542787678,0.5418,-0.26330840707776715,,1.1618678479143596,1.0,no_traffic_lte,1286,407
"Gradient-Boosted Ensemble (LightGBM, Optuna-tuned)",0.2027922580091993,0.6161591443223984,0.458146766081242,0.1089,0.16601035934549965,0.08662663416086437,5.780532598714417,4.975206611570248,no_traffic_lte,1286,407
