,0
MEPDG_PUNCHOUTS_CRCP,0.0
KESAL_YEAR,0.004231803996697357
AADTT_LTPPLN,0.01783379030494732
FREEZE_INDEX_YR,0.021647292485677073
PUNCHOUTS_NO,0.022036655566099485
LONG_SPALLING_L,0.02901685883105381
TOTAL_ANN_PRECIP,0.034415005320850164
LOAD_TRANSFER_EFFICIENCY,0.04439775946184517
AGE_YR,0.04742862770032977
MEAN_ANN_TEMP_AVG,0.10515531822558938
BOUND_THICKNESS_CM,0.11041574317834194
