STATE_CODE,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,GPS_SPS,EXPERIMENT_NO,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC,PATCH_A,POTHOLES_A,BLEEDING,RAVELING,MAX_MEAN_DEPTH_WIRE_REF,LLH_DEPTH_WIRE_REF_MEAN,RLH_DEPTH_WIRE_REF_MEAN,BOUND_THICKNESS_CM,PLASTICITY_INDEX,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR,PERCENT_FINER_02,MEAN_IRI,AGE_SOURCE,AGE_YR,SITE_FACTOR
30,1001,1,1997-10-09,G,1,ACUB,0.0,0.0,1157.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,15.0,2.8000000000000003,23.0,1997,210.0,,301001,559.0,7.1,504.8,1982-08-01,MT,,1.0961,construction_date,15.189596167008897,0.008506173853524982
33,1001,1,1997-10-23,G,1,ACUB,52.0,21.0,1420.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,8.4,,1997,,,331001,463.0,7.7,884.7,1981-01-01,NH,,0.9826,construction_date,16.80766598220397,0.007798757015742642
30,1001,1,1998-06-10,G,1,ACUB,0.0,0.0,1157.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,15.0,2.8000000000000003,23.0,1998,200.0,,301001,497.0,7.9,457.3,1982-08-01,MT,,1.2566,construction_date,15.85763175906913,0.007897100616016428
33,1001,1,1998-06-16,G,1,ACUB,52.0,21.0,1420.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,8.4,,1998,,,331001,265.0,9.5,929.1,1981-01-01,NH,,1.2622,construction_date,17.453798767967147,0.004642710472279261
30,1001,1,1999-05-22,G,1,ACUB,0.0,0.0,1791.0,0.0,0.0,0.0,,,16.0,9.0,16.0,2.8000000000000003,23.0,1999,,,301001,185.0,8.5,385.1,1982-08-01,MT,,1.1301,construction_date,16.804928131416837,0.0031257166324435317
33,1001,1,2000-10-02,G,1,ACUB,53.0,48.0,1400.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,12.0,8.4,,2000,,,331001,563.0,7.9,976.2,1981-01-01,NH,,1.0319,construction_date,19.750855578370977,0.011139482546201231
33,1001,1,2001-04-26,G,1,ACUB,53.0,48.0,1400.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,12.0,8.4,,2001,,,331001,461.0,8.3,796.5,1981-01-01,NH,,1.4271,construction_date,20.314852840520192,0.00938546201232033
26,1001,1,2003-11-21,G,1,ACUB,49.0,22.0,66.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,2.2,,2003,,54.0,261001,794.0,6.3,769.0,1971-09-01,MI,,0.7285,construction_date,32.2217659137577,0.025616303901437373
13,1001,2,1994-05-09,G,1,ACUB,54.0,22.0,946.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,8.1,,1994,,,131001,32.0,16.3,1499.9,,GA,,0.8457000000000001,first_visit_proxy,4.125941136208077,0.00013615605749486652
49,1001,2,1996-12-08,G,1,ACUB,0.0,0.0,984.0,0.0,0.0,0.0,,,11.0,11.0,11.0,5.9,,1996,,,491001,72.0,12.9,159.1,,UT,,1.2526,first_visit_proxy,6.71047227926078,0.000489864476386037
