STATE_CODE,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,GPS_SPS,EXPERIMENT_NO,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,PLASTICITY_INDEX,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,LOAD_TRANSFER_EFFICIENCY,STATE_ABBR,PERCENT_FINER_02,MEAN_IRI,PREV_IRI,YEARS_SINCE_PREV,AGE_SOURCE,AGE_YR
18,4021,2,1995-03-18,G,4,JRCP,100.0,,0.5,1.6,13.0,0.0,,,,,11.2,,1995,570.0,185.0,184021,419.0,10.9,878.2,,84.82142857142857,IN,,1.9954999999999998,,,first_visit_proxy,0.0
18,4021,3,1999-01-16,G,4,JRCP,100.0,,2.5,2.2,14.0,0.0,,,,,11.2,,1999,,306.0,184021,271.0,11.9,808.5,,59.25208333333333,IN,,2.5168,,,first_visit_proxy,0.0
18,4021,3,1999-10-28,G,4,JRCP,100.0,,2.5,2.2,14.0,0.0,,,,,11.2,,1999,,306.0,184021,271.0,11.9,808.5,,59.25208333333333,IN,,2.368,2.5168,0.7802874743326489,first_visit_proxy,0.7802874743326489
5,4023,1,1994-09-26,G,4,JRCP,0.0,,0.6,1.0,0.0,36.2,,,,,10.5,3.0,1994,,431.0,54023,45.0,16.5,1380.3,1975-07-01,,AR,,2.4933,2.5688,1.0349075975359343,construction_date,19.238877481177276
5,4023,1,1998-03-20,G,4,JRCP,0.0,,0.8,0.6,0.0,37.6,,,,,10.5,3.0,1998,,,54023,21.0,17.9,1032.7,1975-07-01,,AR,,2.6109,2.4933,3.479808350444901,construction_date,22.718685831622178
28,4024,1,2003-05-01,G,4,JRCP,0.0,,1.9,0.0,0.0,0.0,,,,,8.4,21.0,2003,,,284024,14.0,17.7,1139.5,1973-04-01,73.11309523809524,MS,,1.5736,1.5204,2.102669404517454,construction_date,30.080766598220396
28,4024,1,2011-03-15,G,4,JRCP,0.0,,0.9,0.0,0.0,0.0,,,,,8.4,21.0,2011,150.0,,284024,24.0,18.4,1074.6,1973-04-01,67.8452380952381,MS,,1.6102,1.5375999999999999,5.919233401779603,construction_date,37.95208761122519
39,4031,2,1998-03-09,G,4,JRCP,17.0,,1.5,16.5,2.0,0.0,,,,,9.2,,1998,2400.0,846.0,394031,85.0,13.0,942.8,,,OH,,2.8766000000000003,,,first_visit_proxy,0.0
27,4033,1,1993-11-23,G,4,JRCP,6.0,,0.5,0.8,2.0,0.0,,,,,9.3,,1993,610.0,222.0,274033,903.0,6.5,905.4,1981-01-01,88.08958333333334,MN,,1.4981,1.2888,1.3032169746748803,construction_date,12.892539356605065
27,4033,1,1994-08-01,G,4,JRCP,6.0,,0.5,0.8,2.0,0.0,,,,,9.3,,1994,660.0,259.0,274033,982.0,7.6,880.1,1981-01-01,88.08958333333334,MN,,1.2965,1.4981,0.6872005475701575,construction_date,13.579739904175222
27,4033,1,1998-10-04,G,4,JRCP,6.0,,0.0,0.6,2.0,0.0,,,,,9.3,,1998,940.0,214.0,274033,539.0,9.6,922.6,1981-01-01,81.80092592592592,MN,,1.5417999999999998,1.3487,1.1718001368925393,construction_date,17.754962354551676
27,4033,1,1999-06-05,G,4,JRCP,6.0,,0.0,0.6,2.0,0.0,,,,,9.3,,1999,970.0,,274033,611.0,9.1,849.4,1981-01-01,81.80092592592592,MN,,1.3363,1.5417999999999998,0.6680355920602327,construction_date,18.42299794661191
27,4033,1,2000-07-30,G,4,JRCP,6.0,,0.0,0.6,2.0,0.0,,,,,9.3,,2000,,,274033,921.0,8.0,798.0,1981-01-01,81.80092592592592,MN,,1.5825,1.3363,1.1526351813826146,construction_date,19.575633127994525
27,4033,2,2009-07-27,G,4,JRCP,6.0,,0.1,0.0,2.0,0.0,,,,,9.3,,2009,,,274033,969.0,7.0,755.6,,,MN,,1.5423,1.5274,4.826830937713894,first_visit_proxy,4.826830937713894
27,4033,2,2011-05-03,G,4,JRCP,6.0,,4.0,0.0,2.0,0.0,,,,,9.3,,2011,,,274033,915.0,7.5,769.5,,82.70175438596492,MN,,1.4707000000000001,1.5423,1.7659137577002053,first_visit_proxy,6.5927446954141
27,4034,6,2009-07-29,G,4,JRCP,0.0,,0.0,0.4,0.0,20.7,,,,,10.0,,2009,,,274034,861.0,7.7,685.6,,,MN,,1.2724,,,first_visit_proxy,0.0
27,4034,6,2011-05-03,G,4,JRCP,0.0,,0.0,1.0,0.0,20.8,,,,,10.0,,2011,,,274034,858.0,7.7,865.9,,86.6375,MN,,1.3603,1.2724,1.7604380561259412,first_visit_proxy,1.7604380561259412
29,4036,1,1993-03-06,G,4,JRCP,75.0,,0.9,0.0,9.0,0.0,,,,,9.6,,1993,930.0,638.0,294036,336.0,11.1,1354.3,1983-07-01,54.077777777777776,MO,,1.3508,1.3042,1.0622861054072552,construction_date,9.681040383299111
29,4036,1,2002-02-14,G,4,JRCP,75.0,,2.1,1.9,8.0,0.0,,,,,9.6,,2002,1530.0,586.0,294036,164.0,12.7,689.1,1983-07-01,91.64102564102564,MO,,1.9434,1.7845,0.810403832991102,construction_date,18.625598904859686
29,4036,2,2003-09-05,G,4,JRCP,54.0,,0.0,0.0,28.0,9.8,,,,,9.6,,2003,1690.0,1972.0,294036,268.0,12.3,809.8,,88.86274509803921,MO,,1.1782,,,first_visit_proxy,0.0
27,4037,1,1993-11-23,G,4,JRCP,0.0,,0.6,0.2,0.0,0.0,,,,,9.6,,1993,600.0,190.0,274037,902.0,6.6,902.9,1981-10-01,89.10208333333334,MN,,1.5608,1.4061,1.3032169746748803,construction_date,12.145106091718
27,4037,1,1994-07-25,G,4,JRCP,0.0,,0.6,0.2,0.0,0.0,,,,,9.6,,1994,650.0,162.0,274037,978.0,7.7,888.8,1981-10-01,89.10208333333334,MN,,1.436,1.5608,0.6680355920602327,construction_date,12.813141683778234
27,4037,2,1998-10-04,G,4,JRCP,0.0,,0.2,0.0,0.0,0.0,,,,,9.6,,1998,870.0,197.0,274037,540.0,9.6,924.6,,89.7625,MN,,1.654,1.4082,1.1718001368925393,first_visit_proxy,1.1718001368925393
27,4037,2,1999-06-05,G,4,JRCP,0.0,,0.2,0.0,0.0,0.0,,,,,9.6,,1999,910.0,,274037,608.0,9.1,858.4,,89.7625,MN,,1.3495000000000001,1.654,0.6680355920602327,first_visit_proxy,1.839835728952772
27,4037,2,2009-07-27,G,4,JRCP,0.0,,0.6,0.9,0.0,0.0,,,,,9.6,,2009,,,274037,966.0,6.9,750.6,,,MN,,1.8546,1.5754,4.826830937713894,first_visit_proxy,11.983572895277208
27,4037,2,2011-05-03,G,4,JRCP,0.0,,-0.6,4.4,0.0,0.0,,,,,9.6,,2011,,,274037,916.0,7.4,767.4,,87.09583333333333,MN,,1.8516,1.8546,1.7659137577002053,first_visit_proxy,13.749486652977414
27,4040,1,1994-02-21,G,4,JRCP,0.0,,0.8,0.2,0.0,0.0,,,,,8.1,,1994,360.0,88.0,274040,1436.0,4.4,736.7,1979-10-01,76.88888888888889,MN,,1.8981999999999999,1.8038,0.29842573579739906,construction_date,14.392881587953456
27,4040,1,1994-04-21,G,4,JRCP,0.0,,0.8,0.2,0.0,0.0,,,,,8.1,,1994,360.0,88.0,274040,1436.0,4.4,736.7,1979-10-01,73.18402777777777,MN,,1.9762,1.8981999999999999,0.16153319644079397,construction_date,14.55441478439425
27,4040,1,1994-07-16,G,4,JRCP,0.0,,1.5,0.0,0.0,0.0,,,,,8.1,,1994,360.0,88.0,274040,1436.0,4.4,736.7,1979-10-01,85.83333333333333,MN,,1.8521,1.9762,0.23545516769336072,construction_date,14.789869952087612
27,4040,1,1995-01-20,G,4,JRCP,0.0,,1.4,0.6,0.0,0.0,,,,,8.1,,1995,330.0,40.0,274040,1547.0,3.8,808.9,1979-10-01,83.39583333333333,MN,,1.8334,1.8521,0.5147159479808351,construction_date,15.304585900068446
27,4040,1,1995-04-22,G,4,JRCP,0.0,,1.4,0.6,0.0,0.0,,,,,8.1,,1995,330.0,40.0,274040,1547.0,3.8,808.9,1979-10-01,80.5224358974359,MN,,2.0809333333333333,1.8334,0.2518822724161533,construction_date,15.5564681724846
27,4040,1,1995-06-27,G,4,JRCP,0.0,,1.4,0.6,0.0,0.0,,,,,8.1,,1995,330.0,40.0,274040,1547.0,3.8,808.9,1979-10-01,92.04629629629628,MN,,1.9065,2.0809333333333333,0.1806981519507187,construction_date,15.737166324435318
27,4040,1,1997-01-18,G,4,JRCP,0.0,,1.0,0.5,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,83.70833333333333,MN,,1.8937,1.9065,1.5633127994524298,construction_date,17.300479123887747
27,4040,1,1997-01-19,G,4,JRCP,0.0,,1.0,0.5,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,83.70833333333333,MN,,1.8994,1.8937,0.0027378507871321013,construction_date,17.30321697467488
27,4040,1,1997-04-20,G,4,JRCP,0.0,,0.7,1.0,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,72.95,MN,,2.2007,1.8994,0.24914442162902123,construction_date,17.5523613963039
27,4040,1,1997-07-17,G,4,JRCP,0.0,,0.7,1.0,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,76.20138888888889,MN,,2.1351999999999998,2.2007,0.24093086926762491,construction_date,17.793292265571527
27,4040,1,1997-07-18,G,4,JRCP,0.0,,0.7,1.0,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,76.20138888888889,MN,,1.9143000000000001,2.1351999999999998,0.0027378507871321013,construction_date,17.796030116358658
27,4040,1,1997-09-11,G,4,JRCP,0.0,,0.7,1.0,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,69.17708333333333,MN,,2.02125,1.9143000000000001,0.15058179329226556,construction_date,17.946611909650922
27,4040,1,1997-09-12,G,4,JRCP,0.0,,0.7,1.0,0.0,0.0,,,,,8.1,,1997,390.0,75.0,274040,1252.0,4.4,678.4,1979-10-01,69.17708333333333,MN,,1.892,2.02125,0.0027378507871321013,construction_date,17.949349760438057
18,4042,1,1994-10-03,G,4,JRCP,8.0,,0.0,0.0,1.0,0.0,,,,,9.2,,1994,,186.0,184042,164.0,14.0,927.5,1974-06-01,59.78869047619048,IN,,2.3152999999999997,2.1762,1.9904175222450375,construction_date,20.33949349760438
18,4042,1,1995-03-15,G,4,JRCP,8.0,,0.0,0.0,1.0,0.0,,,,,9.2,,1995,600.0,205.0,184042,162.0,14.0,1181.4,1974-06-01,59.78869047619048,IN,,2.313,2.3152999999999997,0.4462696783025325,construction_date,20.78576317590691
18,4042,2,1999-01-14,G,4,JRCP,7.0,,0.1,0.0,1.0,22.4,,,,,9.2,,1999,,504.0,184042,108.0,14.1,966.3,,63.06597222222222,IN,,2.5888999999999998,2.0147,3.5537303216974676,first_visit_proxy,5.245722108145106
18,4042,2,1999-09-10,G,4,JRCP,7.0,,0.1,0.0,1.0,22.4,,,,,9.2,,1999,,504.0,184042,108.0,14.1,966.3,,63.06597222222222,IN,,2.6349,2.5888999999999998,0.6543463381245722,first_visit_proxy,5.900068446269678
34,4042,5,2003-05-04,G,4,JRCP,0.0,,0.0,0.0,2.0,0.0,,,,,8.9,,2003,,1493.0,344042,155.0,12.8,1423.7,,73.32738095238095,NJ,,2.1115000000000004,,,first_visit_proxy,0.0
18,4042,6,2009-09-26,G,4,JRCP,5.0,,1.4,0.9,1.0,55.3,,,,,9.2,,2009,570.0,192.0,184042,139.0,14.0,1313.7,,85.03525641025641,IN,,2.7217,,,first_visit_proxy,0.0
18,4042,6,2011-10-11,G,4,JRCP,5.0,,1.4,5.0,2.0,55.3,,,,,9.2,,2011,670.0,96.0,184042,96.0,14.9,1856.8,,85.12820512820512,IN,,2.839,2.7217,2.0396988364134154,first_visit_proxy,2.0396988364134154
5,4046,1,1994-09-27,G,4,JRCP,3.0,,0.7,1.0,1.0,0.0,,,,,9.0,12.0,1994,620.0,262.0,54046,81.0,15.7,1222.3,1979-08-01,,AR,,1.6504999999999999,1.7262,1.0321697467488022,construction_date,15.156741957563312
5,4046,1,1995-07-27,G,4,JRCP,3.0,,0.7,1.0,1.0,0.0,,,,,9.0,12.0,1995,,216.0,54046,58.0,15.7,957.6,1979-08-01,,AR,,2.0705,1.6504999999999999,0.8295687885010267,construction_date,15.986310746064339
5,4046,2,2001-01-20,G,4,JRCP,3.0,,0.0,0.0,2.0,14.6,,,,,9.0,,2001,,2011.0,54046,44.0,16.1,1393.1,,,AR,,2.3346,1.9605000000000001,3.299110198494182,first_visit_proxy,3.299110198494182
5,4046,2,2003-04-23,G,4,JRCP,3.0,,3.1,0.5,2.0,13.6,,,,,9.0,,2003,,,54046,91.0,15.0,1483.0,,72.87916666666666,AR,,2.3932,2.3346,2.2532511978097194,first_visit_proxy,5.552361396303901
27,4050,2,1998-09-30,G,4,JRCP,0.0,,0.4,0.0,0.0,0.0,,,,,8.0,,1998,180.0,,274050,1055.0,6.3,639.0,,89.03935185185185,MN,,0.7952,,,first_visit_proxy,0.0
27,4050,3,2004-10-12,G,4,JRCP,0.0,,-0.1,28.6,0.0,0.6,,,,,8.0,,2004,,,274050,1374.0,3.8,670.6,,86.75,MN,,0.8688,,,first_visit_proxy,0.0
27,4050,4,2010-08-06,G,4,JRCP,0.0,,0.1,30.4,0.0,0.7,,,,,8.0,,2010,,,274050,1404.0,5.2,810.6,,72.98148148148148,MN,,0.8392,,,first_visit_proxy,0.0
27,4050,4,2011-05-10,G,4,JRCP,0.0,,0.1,30.4,0.0,0.7,,,,,8.0,,2011,,,274050,1378.0,4.8,527.0,,72.98148148148148,MN,,0.8103,0.8392,0.758384668035592,first_visit_proxy,0.758384668035592
27,4050,5,2015-08-15,G,4,JRCP,0.0,,0.1,0.0,0.0,87.0,,,,,8.0,,2015,,,274050,1240.0,5.7,518.7,,74.91435185185185,MN,,0.836,,,first_visit_proxy,0.0
20,4052,2,2002-04-23,G,4,JRCP,0.0,,-0.6,0.0,0.0,0.0,,,,,9.2,,2002,,,204052,218.0,12.3,586.1,,84.75208333333333,KS,,1.1644999999999999,0.7432000000000001,0.9555099247091033,first_visit_proxy,2.1793292265571527
20,4052,3,2005-05-14,G,4,JRCP,0.0,,1.3,0.0,0.0,0.0,,,,,9.2,,2005,,,204052,291.0,12.5,995.4,,92.36041666666668,KS,,1.2305,1.0398,1.1745379876796715,first_visit_proxy,1.1745379876796715
20,4053,1,1994-05-16,G,4,JRCP,100.0,,0.1,0.0,12.0,0.0,,,,,10.4,,1994,,120.0,204053,235.0,12.9,911.0,1987-06-01,87.47083333333333,KS,,1.591,1.5747,1.1909650924024642,construction_date,6.95687885010267
20,4053,1,2001-05-08,G,4,JRCP,100.0,,0.8,11.5,12.0,0.0,,,,,10.4,,2001,,102.0,204053,180.0,13.6,1290.5,1987-06-01,89.58958333333334,KS,,1.7328,1.5414999999999999,1.2265571526351813,construction_date,13.935660506502396
20,4053,1,2002-04-23,G,4,JRCP,100.0,,0.8,11.5,12.0,0.0,,,,,10.4,,2002,,63.0,204053,117.0,13.5,705.0,1987-06-01,89.58958333333334,KS,,1.7409,1.7328,0.9582477754962354,construction_date,14.89390828199863
20,4053,1,2003-09-05,G,4,JRCP,100.0,,-0.3,22.7,12.0,0.0,,,,,10.4,,2003,,,204053,223.0,13.1,834.8,1987-06-01,85.85833333333333,KS,,1.8654,1.7409,1.3689253935660506,construction_date,16.262833675564682
20,4053,2,2004-06-08,G,4,JRCP,100.0,,0.2,30.1,12.0,0.0,,,,,10.4,,2004,,,204053,260.0,13.0,1168.9,,86.95208333333333,KS,,1.8253,,,first_visit_proxy,0.0
20,4054,1,1991-04-02,G,4,JRCP,100.0,,0.3,0.0,16.0,0.0,,,,,9.5,,1991,,,204054,191.0,14.1,737.2,1985-10-01,89.85,KS,,1.7744,1.7533999999999998,0.7665982203969883,construction_date,5.500342231348392
20,4054,1,1992-04-17,G,4,JRCP,100.0,,0.3,0.0,16.0,0.0,,,,,9.5,,1992,,893.0,204054,54.0,13.6,963.9,1985-10-01,89.85,KS,,1.6748999999999998,1.8330000000000002,0.70362765229295,construction_date,6.543463381245722
20,4054,1,1993-03-10,G,4,JRCP,100.0,,0.4,1.3,16.0,0.0,,,,,9.5,,1993,,565.0,204054,237.0,12.3,1229.4,1985-10-01,88.86458333333333,KS,,1.8262999999999998,1.6748999999999998,0.8952772073921971,construction_date,7.438740588637919
20,4054,1,1994-05-15,G,4,JRCP,100.0,,0.5,2.0,16.0,0.0,,,,,9.5,,1994,,,204054,183.0,13.9,595.3,1985-10-01,90.05416666666666,KS,,1.6254000000000002,1.8262999999999998,1.1800136892539357,construction_date,8.618754277891854
20,4054,1,1995-02-18,G,4,JRCP,100.0,,0.5,2.0,16.0,0.0,,,,,9.5,,1995,,,204054,205.0,13.1,1055.9,1985-10-01,82.47333333333333,KS,,1.7934999999999999,1.6254000000000002,0.7638603696098563,construction_date,9.382614647501711
20,4054,1,1995-10-24,G,4,JRCP,100.0,,0.4,0.0,17.0,0.0,,,,,9.5,,1995,,,204054,205.0,13.1,1055.9,1985-10-01,70.42401960784314,KS,,1.6517,1.7934999999999999,0.6789869952087612,construction_date,10.061601642710473
20,4054,1,1995-10-26,G,4,JRCP,100.0,,0.4,0.0,17.0,0.0,,,,,9.5,,1995,,,204054,205.0,13.1,1055.9,1985-10-01,70.42401960784314,KS,,1.5391,1.6517,0.0054757015742642025,construction_date,10.067077344284737
20,4054,1,1995-10-29,G,4,JRCP,100.0,,0.4,0.0,17.0,0.0,,,,,9.5,,1995,,,204054,205.0,13.1,1055.9,1985-10-01,70.42401960784314,KS,,1.6355,1.5391,0.008213552361396304,construction_date,10.075290896646132
20,4054,1,1996-01-17,G,4,JRCP,100.0,,0.4,0.0,17.0,0.0,,,,,9.5,,1996,,,204054,312.0,12.7,927.4,1985-10-01,84.04166666666667,KS,,1.7834499999999998,1.6355,0.2190280629705681,construction_date,10.294318959616701
20,4054,1,1996-04-21,G,4,JRCP,100.0,,0.4,0.0,17.0,0.0,,,,,9.5,,1996,,,204054,312.0,12.7,927.4,1985-10-01,83.15277777777777,KS,,1.804633333333333,1.7834499999999998,0.2600958247775496,construction_date,10.55441478439425
20,4054,1,1996-09-17,G,4,JRCP,100.0,,0.6,0.0,17.0,0.0,,,,,9.5,,1996,,,204054,312.0,12.7,927.4,1985-10-01,88.54861111111111,KS,,1.68325,1.804633333333333,0.4079397672826831,construction_date,10.962354551676933
20,4054,1,1997-03-03,G,4,JRCP,100.0,,0.6,0.0,17.0,0.0,,,,,9.5,,1997,,,204054,182.0,13.3,930.5,1985-10-01,88.54861111111111,KS,,1.8635000000000002,1.68325,0.45722108145106094,construction_date,11.419575633127995
20,4054,2,1997-11-18,G,4,JRCP,100.0,,0.5,0.0,16.0,0.0,,,,,9.5,,1997,,,204054,182.0,13.3,930.5,,59.72222222222222,KS,,1.8801999999999999,2.0957,0.30116358658453113,first_visit_proxy,5.059548254620124
20,4054,2,1997-11-19,G,4,JRCP,100.0,,0.5,0.0,16.0,0.0,,,,,9.5,,1997,,,204054,182.0,13.3,930.5,,59.72222222222222,KS,,1.7018999999999997,1.8801999999999999,0.0027378507871321013,first_visit_proxy,5.062286105407256
20,4054,2,1998-02-02,G,4,JRCP,100.0,,0.5,0.0,16.0,0.0,,,,,9.5,,1998,,,204054,140.0,14.6,1068.4,,59.72222222222222,KS,,1.8507000000000002,1.7018999999999997,0.2053388090349076,first_visit_proxy,5.2676249144421625
20,4054,2,1998-02-03,G,4,JRCP,100.0,,0.5,0.0,16.0,0.0,,,,,9.5,,1998,,,204054,140.0,14.6,1068.4,,59.72222222222222,KS,,1.7928000000000002,1.8507000000000002,0.0027378507871321013,first_visit_proxy,5.270362765229295
27,4054,2,1998-10-08,G,4,JRCP,0.0,,1.5,0.0,0.0,0.0,,,,,9.4,,1998,1300.0,,274054,402.0,10.7,953.1,,88.91898148148148,MN,,2.2603999999999997,1.7928000000000002,0.676249144421629,first_visit_proxy,5.946611909650924
27,4054,2,1999-06-04,G,4,JRCP,0.0,,1.5,0.0,0.0,0.0,,,,,9.4,,1999,1460.0,,274054,527.0,9.8,867.3,,88.91898148148148,MN,,2.1064,2.2603999999999997,0.6543463381245722,first_visit_proxy,6.6009582477754964
20,4054,3,1998-05-15,G,4,JRCP,100.0,,1.4,0.0,16.0,1.7,,,,,9.5,,1998,,,204054,140.0,14.6,1068.4,,87.67592592592592,KS,,1.8936,,,first_visit_proxy,0.0
20,4054,3,1998-08-20,G,4,JRCP,100.0,,1.3,0.0,16.0,1.3,,,,,9.5,,1998,,,204054,140.0,14.6,1068.4,,90.23263888888889,KS,,1.904,1.8936,0.2655715263518138,first_visit_proxy,0.2655715263518138
20,4054,3,1998-11-21,G,4,JRCP,100.0,,1.3,0.0,16.0,1.3,,,,,9.5,,1998,,,204054,140.0,14.6,1068.4,,59.670138888888886,KS,,1.8223500000000001,1.904,0.2546201232032854,first_visit_proxy,0.5201916495550992
20,4054,3,1999-03-14,G,4,JRCP,100.0,,1.3,0.0,16.0,1.3,,,,,9.5,,1999,,,204054,90.0,14.4,941.6,,59.670138888888886,KS,,1.9445000000000001,1.8223500000000001,0.30937713894592744,first_visit_proxy,0.8295687885010267
20,4054,4,2001-05-11,G,4,JRCP,100.0,,0.8,0.0,16.0,1.6,,,,,9.5,,2001,,,204054,160.0,14.4,915.8,,61.925,KS,,1.8257,,,first_visit_proxy,0.0
20,4054,4,2002-04-20,G,4,JRCP,100.0,,0.8,0.0,16.0,1.6,,,,,9.5,,2002,,,204054,117.0,14.1,535.9,,61.925,KS,,1.8492000000000002,1.8257,0.9418206707734429,first_visit_proxy,0.9418206707734429
27,4055,4,2000-07-28,G,4,JRCP,0.0,,0.1,5.5,0.0,0.6,,,,,8.9,,2000,,,274055,1108.0,6.4,570.7,,84.49768518518519,MN,,1.367,,,first_visit_proxy,0.0
12,4057,1,1998-02-09,G,3,JPCUB,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.2,,1998,1050.0,,124057,0.0,23.5,1458.0,1986-06-01,,FL,,0.8987999999999999,0.8321999999999999,3.4414784394250515,construction_date,11.693360711841205
12,4057,1,2000-09-07,G,3,JPCUB,0.0,0.0,0.5,0.0,0.0,0.0,,,,,13.2,,2000,,,124057,0.0,22.6,941.2,1986-06-01,51.92083333333333,FL,,0.9977,0.8987999999999999,2.5763175906913074,construction_date,14.269678302532512
12,4057,1,2003-05-12,G,3,JPCUB,0.0,6.0,0.2,1.1,2.0,0.0,,,,,13.2,,2003,,,124057,0.0,22.8,1538.2,1986-06-01,51.52291666666667,FL,,0.8821999999999999,0.9977,2.674880219028063,construction_date,16.944558521560573
12,4057,1,2003-11-10,G,3,JPCUB,0.0,6.0,0.2,1.1,2.0,0.0,,,,,13.2,,2003,,,124057,0.0,22.8,1538.2,1986-06-01,51.52291666666667,FL,,2.1009,0.8821999999999999,0.49828884325804246,construction_date,17.44284736481862
12,4057,1,2010-03-06,G,3,JPCUB,0.0,6.0,0.6,1.9,2.0,0.0,,,,,13.2,,2010,4710.0,,124057,0.0,22.0,1185.9,1986-06-01,,FL,,0.9677,0.9521000000000001,3.6139630390143735,construction_date,23.761806981519506
12,4057,2,2012-02-23,G,3,JPCUB,0.0,6.0,0.0,2.2,2.0,9.0,,,,,13.2,,2012,5090.0,,124057,0.0,23.1,1302.6,,89.24375,FL,,0.7027,,,first_visit_proxy,0.0
12,4057,2,2013-09-17,G,3,JPCUB,0.0,0.0,0.1,3.4,0.0,9.0,,,,,13.2,,2013,,,124057,0.0,23.4,1357.2,,,FL,,0.5513,0.7027,1.566050650239562,first_visit_proxy,1.566050650239562
12,4057,2,2014-10-01,G,3,JPCUB,0.0,0.0,0.1,3.4,0.0,9.0,,,,,13.2,,2014,,,124057,0.0,22.6,1471.1,,,FL,,0.5443,0.5513,1.0376454483230664,first_visit_proxy,2.6036960985626285
12,4059,1,1998-02-04,G,3,JPCUB,0.0,0.0,0.0,1.3,0.0,0.0,,,,,9.9,,1998,140.0,,124059,0.0,22.9,1134.0,1989-06-01,,FL,,1.3363,0.9868,3.7125256673511293,construction_date,8.678986995208762
12,4059,1,2002-10-23,G,3,JPCUB,0.0,0.0,0.9,1.0,0.0,0.0,,,,,9.9,,2002,,,124059,0.0,22.7,1369.0,1989-06-01,,FL,,1.0398999999999998,1.0290000000000001,2.11088295687885,construction_date,13.39356605065024
12,4059,1,2004-04-19,G,3,JPCUB,0.0,0.0,0.9,1.4,0.0,0.0,,,,,9.9,,2004,,,124059,0.0,22.0,1607.0,1989-06-01,65.89583333333333,FL,,1.1166,1.0398999999999998,1.4893908281998631,construction_date,14.882956878850102
12,4059,1,2006-07-31,G,3,JPCUB,0.0,0.0,1.1,1.4,0.0,0.0,,,,,9.9,,2006,,,124059,0.0,22.3,886.4,1989-06-01,,FL,,1.1838000000000002,1.1166,2.2806297056810405,construction_date,17.163586584531142
12,4059,1,2009-05-11,G,3,JPCUB,0.0,0.0,0.2,1.3,0.0,0.0,,,,,9.9,,2009,220.0,,124059,0.0,22.2,1279.2,1989-06-01,,FL,,1.0779,1.1838000000000002,2.7789185489390826,construction_date,19.942505133470227
12,4059,1,2012-02-25,G,3,JPCUB,0.0,0.0,0.2,1.6,0.0,0.0,,,,,9.9,,2012,170.0,,124059,0.0,22.2,1030.1,1989-06-01,67.38125,FL,,1.0726,1.0779,2.7926078028747434,construction_date,22.73511293634497
12,4059,1,2013-09-11,G,3,JPCUB,0.0,,0.8,1.9,,0.0,,,,,9.9,,2013,170.0,,124059,0.0,22.4,1158.5,1989-06-01,,FL,,1.0457999999999998,1.0726,1.5441478439425051,construction_date,24.279260780287473
12,4059,1,2014-10-02,G,3,JPCUB,0.0,,0.8,1.9,,0.0,,,,,9.9,,2014,180.0,,124059,0.0,22.0,1801.2,1989-06-01,,FL,,1.0809000000000002,1.0457999999999998,1.056810403832991,construction_date,25.336071184120467
12,4059,1,2016-05-23,G,3,JPCUB,3.0,3.0,0.0,2.8,1.0,0.0,,,,,9.9,,2016,180.0,,124059,0.0,22.9,1171.4,1989-06-01,67.37708333333333,FL,,1.2063000000000001,1.0809000000000002,1.6399726214921286,construction_date,26.976043805612594
12,4059,1,2021-06-02,G,3,JPCUB,3.0,3.0,0.6,3.2,1.0,0.0,,,,,9.9,,2021,220.0,0.0,124059,0.0,22.7,1361.2,1989-06-01,,FL,,1.2409999999999999,1.2063000000000001,5.026694045174538,construction_date,32.002737850787135
12,4059,1,2021-06-03,G,3,JPCUB,3.0,3.0,0.6,3.2,1.0,0.0,,,,,9.9,,2021,220.0,0.0,124059,0.0,22.7,1361.2,1989-06-01,,FL,,1.2794999999999999,1.2409999999999999,0.0027378507871321013,construction_date,32.00547570157426
20,4063,1,1994-05-16,G,4,JRCP,100.0,,0.1,0.0,17.0,0.0,,,,,9.2,,1994,,,204063,222.0,13.1,971.4,1981-06-01,92.42916666666666,KS,,2.054,1.9743000000000002,1.1909650924024642,construction_date,12.955509924709103
