STATE_CODE,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,GPS_SPS,EXPERIMENT_NO,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,PLASTICITY_INDEX,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,LOAD_TRANSFER_EFFICIENCY,STATE_ABBR,PERCENT_FINER_02,MEAN_IRI,PREV_IRI,YEARS_SINCE_PREV,AGE_SOURCE,AGE_YR
10,1201,1,1995-11-16,G,4,JRCP,9.0,,3.0,6.7,1.0,0.0,,,,,9.2,,1995,,,101201,68.0,14.0,1011.1,1966-06-01,,DE,,1.8248000000000002,1.8636,1.4209445585215605,construction_date,29.45927446954141
10,1201,1,1997-12-14,G,4,JRCP,9.0,,3.0,11.7,1.0,0.0,,,,,9.2,,1997,,,101201,37.0,14.8,1105.1,1966-06-01,89.35227272727273,DE,,1.9637999999999998,1.8248000000000002,2.078028747433265,construction_date,31.537303216974674
10,1201,1,1998-07-29,G,4,JRCP,9.0,,3.0,11.7,1.0,0.0,,,,,9.2,,1998,,,101201,19.0,15.1,1073.2,1966-06-01,89.35227272727273,DE,,1.9672,1.9637999999999998,0.621492128678987,construction_date,32.158795345653665
42,1606,1,1992-10-08,G,4,JRCP,0.0,,1.3,0.0,6.0,0.0,,,,,10.1,,1992,,192.0,421606,258.0,9.1,868.5,1977-09-01,84.1375,PA,,1.458,1.3661999999999999,0.9774127310061602,construction_date,15.101984941820671
42,1606,1,1993-10-07,G,4,JRCP,0.0,,1.3,0.0,6.0,0.0,,,,,10.1,,1993,520.0,307.0,421606,315.0,9.4,1118.2,1977-09-01,84.1375,PA,,1.5312999999999999,1.458,0.9965776865160849,construction_date,16.098562628336754
42,1606,1,1994-09-27,G,4,JRCP,9.0,,0.8,0.0,4.0,0.0,,,,,10.1,,1994,,211.0,421606,415.0,9.4,1077.3,1977-09-01,90.77083333333331,PA,,1.4817,1.5312999999999999,0.971937029431896,construction_date,17.07049965776865
42,1606,1,1995-08-30,G,4,JRCP,9.0,,0.8,0.0,4.0,0.0,,,,,10.1,,1995,,,421606,364.0,9.7,894.3,1977-09-01,90.77083333333331,PA,,1.5262,1.4817,0.9226557152635181,construction_date,17.99315537303217
42,1606,1,1996-01-11,G,4,JRCP,9.0,,0.0,0.0,8.0,0.0,,,,,10.1,,1996,,,421606,380.0,9.2,1377.8,1977-09-01,58.34583333333333,PA,,1.4541,1.5262,0.3668720054757016,construction_date,18.360027378507873
42,1606,1,1996-03-01,G,4,JRCP,9.0,,0.0,0.0,8.0,0.0,,,,,10.1,,1996,,,421606,380.0,9.2,1377.8,1977-09-01,63.73333333333333,PA,,1.4979,1.4541,0.13689253935660506,construction_date,18.496919917864478
42,1606,1,1996-04-10,G,4,JRCP,9.0,,0.0,0.0,8.0,0.0,,,,,10.1,,1996,,,421606,380.0,9.2,1377.8,1977-09-01,63.73333333333333,PA,,1.5099500000000001,1.4979,0.10951403148528405,construction_date,18.60643394934976
42,1606,1,1997-10-14,G,4,JRCP,9.0,,0.0,0.0,14.0,0.0,,,,,10.1,,1997,,,421606,225.0,9.5,1046.0,1977-09-01,55.63333333333333,PA,,1.52975,1.5099500000000001,1.51129363449692,construction_date,20.11772758384668
42,1606,1,1998-02-26,G,4,JRCP,18.0,,0.0,0.0,12.0,0.0,,,,,10.1,,1998,760.0,156.0,421606,92.0,11.8,898.0,1977-09-01,48.208333333333336,PA,,1.57815,1.52975,0.36960985626283366,construction_date,20.487337440109513
42,1606,1,1998-05-27,G,4,JRCP,18.0,,0.0,0.0,12.0,0.0,,,,,10.1,,1998,760.0,156.0,421606,92.0,11.8,898.0,1977-09-01,91.11111111111111,PA,,1.6314,1.57815,0.2464065708418891,construction_date,20.733744010951405
42,1606,1,1998-07-09,G,4,JRCP,9.0,,0.0,0.0,10.0,0.0,,,,,10.1,,1998,760.0,156.0,421606,92.0,11.8,898.0,1977-09-01,89.77777777777777,PA,,1.6252,1.6314,0.11772758384668036,construction_date,20.851471594798085
42,1606,1,1998-10-28,G,4,JRCP,9.0,,0.0,0.0,10.0,0.0,,,,,10.1,,1998,760.0,156.0,421606,92.0,11.8,898.0,1977-09-01,58.75694444444444,PA,,1.5793,1.6252,0.30390143737166325,construction_date,21.155373032169745
42,1606,1,2000-03-17,G,4,JRCP,36.0,,1.2,0.2,50.0,0.0,,,,,10.1,,2000,950.0,278.0,421606,380.0,9.6,875.7,1977-09-01,89.49166666666666,PA,,1.5219,1.5793,1.3853524982888432,construction_date,22.54072553045859
42,1606,1,2000-06-21,G,4,JRCP,36.0,,1.2,0.2,50.0,0.0,,,,,10.1,,2000,950.0,278.0,421606,380.0,9.6,875.7,1977-09-01,88.05555555555556,PA,,1.5724,1.5219,0.26283367556468173,construction_date,22.803559206023273
42,1606,1,2000-10-11,G,4,JRCP,36.0,,1.2,0.2,50.0,0.0,,,,,10.1,,2000,950.0,278.0,421606,380.0,9.6,875.7,1977-09-01,88.24652777777777,PA,,1.5274999999999999,1.5724,0.3066392881587953,construction_date,23.110198494182068
42,1606,1,2000-10-12,G,4,JRCP,36.0,,1.2,0.2,50.0,0.0,,,,,10.1,,2000,950.0,278.0,421606,380.0,9.6,875.7,1977-09-01,88.24652777777777,PA,,1.5234,1.5274999999999999,0.0027378507871321013,construction_date,23.1129363449692
42,1606,1,2001-01-17,G,4,JRCP,18.0,,2.4,0.0,8.0,0.0,,,,,10.1,,2001,1010.0,358.0,421606,208.0,10.2,703.1,1977-09-01,56.29166666666666,PA,,1.5119,1.5234,0.2655715263518138,construction_date,23.378507871321013
42,1606,1,2001-03-19,G,4,JRCP,18.0,,2.4,0.0,8.0,0.0,,,,,10.1,,2001,1010.0,358.0,421606,208.0,10.2,703.1,1977-09-01,56.29166666666666,PA,,1.5584,1.5119,0.16700889801505817,construction_date,23.54551676933607
42,1606,1,2001-05-15,G,4,JRCP,18.0,,2.4,0.0,8.0,0.0,,,,,10.1,,2001,1010.0,358.0,421606,208.0,10.2,703.1,1977-09-01,88.52777777777777,PA,,1.5321500000000001,1.5584,0.15605749486652978,construction_date,23.701574264202602
42,1606,1,2001-07-19,G,4,JRCP,18.0,,2.4,0.0,8.0,0.0,,,,,10.1,,2001,1010.0,358.0,421606,208.0,10.2,703.1,1977-09-01,88.03472222222223,PA,,1.6276000000000002,1.5321500000000001,0.17796030116358658,construction_date,23.87953456536619
42,1606,1,2001-10-03,G,4,JRCP,18.0,,1.6,0.0,11.0,0.0,,,,,10.1,,2001,1010.0,358.0,421606,208.0,10.2,703.1,1977-09-01,90.47222222222224,PA,,1.59395,1.6276000000000002,0.2080766598220397,construction_date,24.087611225188226
42,1606,1,2002-01-30,G,4,JRCP,18.0,,1.6,0.0,11.0,0.0,,,,,10.1,,2002,,1598.0,421606,183.0,10.5,1010.5,1977-09-01,48.81597222222222,PA,,1.5401,1.59395,0.3258042436687201,construction_date,24.413415468856947
42,1606,1,2002-02-25,G,4,JRCP,18.0,,1.6,0.0,11.0,0.0,,,,,10.1,,2002,,1598.0,421606,183.0,10.5,1010.5,1977-09-01,40.516666666666666,PA,,1.5989,1.5401,0.07118412046543464,construction_date,24.484599589322382
42,1606,2,2002-05-21,G,4,JRCP,18.0,,1.7,0.0,11.0,0.0,,,,,10.1,,2002,,1598.0,421606,183.0,10.5,1010.5,,75.69444444444444,PA,,1.59865,,,first_visit_proxy,0.0
42,1606,2,2002-08-13,G,4,JRCP,18.0,,1.7,0.0,11.0,0.0,,,,,10.1,,2002,,1598.0,421606,183.0,10.5,1010.5,,88.79513888888889,PA,,1.6268,1.59865,0.2299794661190965,first_visit_proxy,0.2299794661190965
42,1606,2,2002-09-12,G,4,JRCP,18.0,,1.7,0.0,11.0,0.0,,,,,10.1,,2002,,1598.0,421606,183.0,10.5,1010.5,,88.79513888888889,PA,,1.5849499999999999,1.6268,0.08213552361396304,first_visit_proxy,0.31211498973305957
42,1606,3,2002-12-17,G,4,JRCP,27.0,,1.0,0.0,26.0,0.0,,,,,10.1,,2002,,1598.0,421606,183.0,10.5,1010.5,,47.75,PA,,1.5681,,,first_visit_proxy,0.0
42,1606,3,2003-01-14,G,4,JRCP,27.0,,1.0,0.0,26.0,0.0,,,,,10.1,,2003,1030.0,611.0,421606,423.0,9.1,1234.4,,47.75,PA,,1.5586,1.5681,0.07665982203969883,first_visit_proxy,0.07665982203969883
42,1606,3,2003-05-20,G,4,JRCP,27.0,,0.0,0.0,49.0,0.0,,,,,10.1,,2003,1030.0,611.0,421606,423.0,9.1,1234.4,,80.81597222222223,PA,,1.60095,1.5586,0.34496919917864477,first_visit_proxy,0.4216290212183436
42,1606,3,2003-10-15,G,4,JRCP,27.0,,0.0,0.0,49.0,0.0,,,,,10.1,,2003,1030.0,611.0,421606,423.0,9.1,1234.4,,62.19675925925926,PA,,1.5836000000000001,1.60095,0.405201916495551,first_visit_proxy,0.8268309377138946
42,1606,3,2004-07-20,G,4,JRCP,27.0,,0.0,0.0,49.0,0.0,,,,,10.1,,2004,1000.0,511.0,421606,426.0,9.5,1328.3,,62.19675925925926,PA,,1.5735999999999999,1.5836000000000001,0.7638603696098563,first_visit_proxy,1.5906913073237507
42,1623,1,1997-09-09,G,3,JPCTB,4.0,4.0,0.0,0.0,1.0,0.0,,,,,9.4,,1997,,,421623,211.0,9.7,823.5,1983-06-01,89.85555555555555,PA,,1.3249,1.3531,1.83709787816564,construction_date,14.275154004106776
42,1623,1,1997-11-18,G,3,JPCTB,4.0,4.0,0.0,0.0,1.0,0.0,,,,,9.4,,1997,,,421623,211.0,9.7,823.5,1983-06-01,89.85555555555555,PA,,1.3624,1.3249,0.19164955509924708,construction_date,14.466803559206022
42,1623,1,1998-06-02,G,3,JPCTB,4.0,4.0,0.6,0.0,1.0,0.0,,,,,9.4,,1998,,,421623,98.0,11.8,982.5,1983-06-01,89.85555555555555,PA,,1.3528,1.3624,0.5366187542778919,construction_date,15.003422313483915
42,1623,2,2002-09-11,G,3,JPCTB,8.0,8.0,0.5,0.0,2.0,0.0,,,,,9.4,,2002,,,421623,144.0,11.5,1070.1,,46.23850574712644,PA,,1.3068,,,first_visit_proxy,0.0
42,1623,2,2008-03-25,G,3,JPCTB,8.0,12.0,0.0,0.0,3.0,0.0,,,,,9.4,,2008,,,421623,222.0,10.7,1083.1,,,PA,,1.5332000000000001,1.3626,3.7125256673511293,first_visit_proxy,5.535934291581109
42,1690,4,1995-08-31,G,4,JRCP,40.0,,0.8,0.0,5.0,38.1,,,,,10.5,,1995,,818.0,421690,338.0,10.4,838.6,,90.4469696969697,PA,,1.7942999999999998,,,first_visit_proxy,0.0
42,1690,4,1997-09-09,G,4,JRCP,30.0,,0.4,0.4,7.0,30.5,,,,,10.5,,1997,,448.0,421690,205.0,9.7,816.9,,87.5530303030303,PA,,1.8199999999999998,1.7942999999999998,2.026009582477755,first_visit_proxy,2.026009582477755
42,1690,4,1998-06-03,G,4,JRCP,30.0,,0.4,0.4,7.0,30.5,,,,,10.5,,1998,,645.0,421690,97.0,11.7,1018.0,,87.5530303030303,PA,,1.8204999999999998,1.8199999999999998,0.731006160164271,first_visit_proxy,2.757015742642026
42,1690,5,2001-05-15,G,4,JRCP,36.0,,0.8,0.4,6.0,11.6,,,,,10.5,,2001,,815.0,421690,162.0,11.0,888.2,,88.27651515151516,PA,,1.8253,1.7693999999999999,0.5010266940451745,first_visit_proxy,0.5010266940451745
42,1690,6,2002-09-10,G,4,JRCP,36.0,,0.2,1.6,6.0,11.4,,,,,10.5,,2002,,,421690,147.0,11.2,1072.0,,81.75757575757575,PA,,1.8161,,,first_visit_proxy,0.0
89,3001,3,1997-07-14,G,3,JPCTB,3.0,3.0,0.0,7.8,1.0,0.0,,,,,9.0,,1997,490.0,582.0,893001,1062.0,5.4,978.9,,91.79947916666669,QC,,2.6445000000000003,,,first_visit_proxy,0.0
89,3001,5,2003-06-20,G,3,JPCTB,0.0,0.0,3.1,1.5,0.0,65.4,,,,,9.0,,2003,,,893001,1154.0,5.8,1162.3,,90.85555555555555,QC,,2.9564999999999997,,,first_visit_proxy,0.0
89,3001,6,2007-08-24,G,3,JPCTB,0.0,0.0,3.8,16.1,0.0,70.8,,,,,9.0,,2007,,,893001,1050.0,6.1,1013.1,,,QC,,2.9468,,,first_visit_proxy,0.0
18,3002,1,1992-10-04,G,3,JPCUB,0.0,0.0,0.5,0.3,0.0,0.0,,,,,9.6,,1992,690.0,720.0,183002,258.0,9.8,987.2,1976-08-01,90.48,IN,,1.7492,3.6793,0.11498973305954825,construction_date,16.175222450376456
18,3002,1,1994-01-11,G,3,JPCUB,0.0,0.0,0.5,0.3,0.0,0.0,,,,,9.6,,1994,,304.0,183002,492.0,9.9,1024.5,1976-08-01,90.48,IN,,1.7420000000000002,3.8226999999999998,0.4216290212183436,construction_date,17.44558521560575
18,3002,1,1995-03-16,G,3,JPCUB,0.0,0.0,0.4,2.4,0.0,0.0,,,,,9.6,,1995,700.0,487.0,183002,551.0,9.9,896.1,1976-08-01,89.86284722222223,IN,,1.7647,3.7963,0.6625598904859685,construction_date,18.62012320328542
18,3002,1,1995-10-24,G,3,JPCUB,0.0,0.0,0.4,2.1,0.0,0.0,,,,,9.6,,1995,700.0,487.0,183002,551.0,9.9,896.1,1976-08-01,88.19298245614036,IN,,2.0067333333333335,3.8676000000000004,0.2737850787132101,construction_date,19.227926078028748
89,3002,1,1997-07-12,G,3,JPCUB,0.0,6.0,2.7,0.5,2.0,0.0,,,,,9.3,,1997,,,893002,970.0,5.9,1053.3,1979-06-01,90.30833333333334,QC,,4.1018,2.0067333333333335,1.7166324435318274,construction_date,18.11362080766598
89,3002,1,1999-05-11,G,3,JPCUB,0.0,6.0,2.7,0.5,2.0,0.0,,,,,9.3,,1999,,,893002,728.0,8.0,1007.6,1979-06-01,90.30833333333334,QC,,4.2675,4.1018,1.8288843258042438,construction_date,19.942505133470227
18,3002,2,1997-05-22,G,3,JPCUB,0.0,0.0,0.8,2.8,0.0,0.0,,,,,9.6,,1997,700.0,389.0,183002,430.0,9.3,861.3,,92.90277777777776,IN,,1.8480999999999999,1.7186,0.7063655030800822,first_visit_proxy,1.1334702258726899
18,3002,2,1997-12-05,G,3,JPCUB,0.0,0.0,0.8,2.8,0.0,0.0,,,,,9.6,,1997,700.0,389.0,183002,430.0,9.3,861.3,,92.90277777777776,IN,,1.9176500000000003,1.8480999999999999,0.5393566050650239,first_visit_proxy,1.672826830937714
18,3002,2,1998-02-05,G,3,JPCUB,0.0,0.0,0.8,7.7,0.0,0.0,,,,,9.6,,1998,660.0,468.0,183002,210.0,11.9,1085.2,,78.01157407407408,IN,,1.8059,1.9176500000000003,0.1697467488021903,first_visit_proxy,1.842573579739904
18,3002,2,1998-02-06,G,3,JPCUB,0.0,0.0,0.8,7.7,0.0,0.0,,,,,9.6,,1998,660.0,468.0,183002,210.0,11.9,1085.2,,78.01157407407408,IN,,1.8274,1.8059,0.0027378507871321013,first_visit_proxy,1.8453114305270362
18,3002,2,1998-05-26,G,3,JPCUB,0.0,0.0,0.8,7.7,0.0,0.0,,,,,9.6,,1998,660.0,468.0,183002,210.0,11.9,1085.2,,88.45833333333333,IN,,1.8216,1.8274,0.29842573579739906,first_visit_proxy,2.1437371663244353
18,3002,2,1998-08-16,G,3,JPCUB,0.0,0.0,1.0,9.3,0.0,0.0,,,,,9.6,,1998,660.0,468.0,183002,210.0,11.9,1085.2,,88.88888888888889,IN,,1.8054,1.8216,0.2245037645448323,first_visit_proxy,2.3682409308692676
18,3002,2,1998-08-17,G,3,JPCUB,0.0,0.0,1.0,9.3,0.0,0.0,,,,,9.6,,1998,660.0,468.0,183002,210.0,11.9,1085.2,,88.88888888888889,IN,,1.8142,1.8054,0.0027378507871321013,first_visit_proxy,2.3709787816563996
18,3002,7,2010-07-20,G,3,JPCUB,0.0,0.0,0.5,108.2,0.0,0.0,,,,,9.6,,2010,,485.0,183002,602.0,10.5,947.4,,85.91666666666667,IN,,2.5434,,,first_visit_proxy,0.0
18,3002,7,2011-04-26,G,3,JPCUB,0.0,0.0,0.5,108.2,0.0,0.0,,,,,9.6,,2011,370.0,230.0,183002,338.0,11.0,1097.5,,85.91666666666667,IN,,2.9503,2.5434,0.7665982203969883,first_visit_proxy,0.7665982203969883
48,3003,1,1993-02-10,G,3,JPCTB,0.0,0.0,0.5,0.0,0.0,0.0,,,,,9.3,,1993,,,483003,2.0,18.4,904.6,1975-08-01,,TX,,2.0248,2.0467,0.5229295003422314,construction_date,17.530458590006845
48,3003,1,1994-06-29,G,3,JPCTB,0.0,0.0,0.5,0.0,0.0,0.0,,,,,9.3,,1994,,,483003,5.0,19.0,1184.8,1975-08-01,,TX,,2.201,1.5693,0.5968514715947981,construction_date,18.910335386721425
27,3003,1,1998-10-03,G,3,JPCUB,0.0,0.0,0.3,0.0,0.0,0.0,,,,,7.6,15.0,1998,250.0,,273003,616.0,9.2,763.3,1985-10-01,91.85666666666668,MN,,1.907,2.1239,1.1718001368925393,construction_date,13.00479123887748
27,3003,1,1999-06-14,G,3,JPCUB,0.0,0.0,0.3,0.0,0.0,0.0,,,,,7.6,15.0,1999,,60.0,273003,634.0,8.7,694.9,1985-10-01,91.85666666666668,MN,,2.2846,1.907,0.6954140999315537,construction_date,13.700205338809035
48,3003,1,2001-10-30,G,3,JPCTB,0.0,0.0,0.8,0.3,0.0,0.0,,,,,9.3,,2001,450.0,307.0,483003,4.0,19.0,975.4,1975-08-01,,TX,,2.1372,2.6372999999999998,0.188911704312115,construction_date,26.247775496235455
48,3003,1,2002-07-26,G,3,JPCTB,0.0,3.0,1.5,0.7,1.0,0.0,,,,,9.3,,2002,,221.0,483003,7.0,18.7,1065.1,1975-08-01,90.69375,TX,,2.2315,1.9254000000000002,0.49555099247091033,construction_date,26.98425735797399
48,3003,1,2002-09-11,G,3,JPCTB,0.0,3.0,1.5,0.7,1.0,0.0,,,,,9.3,,2002,,221.0,483003,7.0,18.7,1065.1,1975-08-01,90.69375,TX,,2.1514,2.2315,0.12867898699520877,construction_date,27.1129363449692
48,3003,1,2004-03-01,G,3,JPCTB,0.0,3.0,1.5,0.7,1.0,0.0,,,,,9.3,,2004,,161.0,483003,9.0,19.3,1193.9,1975-08-01,90.69375,TX,,2.1505,2.1514,1.4702258726899384,construction_date,28.583162217659137
48,3003,1,2007-04-10,G,3,JPCTB,0.0,3.0,0.6,2.8,1.0,0.0,,,,,9.3,,2007,,140.0,483003,11.0,19.4,1261.7,1975-08-01,,TX,,2.2347,2.5204,2.4804928131416837,construction_date,31.690622861054074
18,3003,2,1992-10-01,G,3,JPCTB,4.0,4.0,0.6,0.0,1.0,0.0,,,,,10.1,,1992,,500.0,183003,200.0,9.9,1021.9,,65.44375,IN,,1.7887,,,first_visit_proxy,0.0
27,3003,2,2009-07-28,G,3,JPCUB,0.0,0.0,1.0,51.3,0.0,0.0,,,,,7.6,,2009,,,273003,993.0,6.6,706.8,,,MN,,2.9258,1.7887,16.82135523613963,first_visit_proxy,16.82135523613963
27,3005,1,1998-10-06,G,3,JPCUB,0.0,0.0,0.2,1.2,0.0,0.0,,,,,7.3,15.0,1998,2080.0,1090.0,271003,646.0,8.6,754.8,1993-06-01,77.4125,MN,40.7,1.5388,1.3609,1.1690622861054072,construction_date,5.347022587268994
38,3005,2,1993-06-11,G,3,JPCUB,0.0,0.0,-0.2,0.0,0.0,0.0,,,,,8.0,,1993,,63.0,383005,1658.0,2.5,605.1,,45.775,ND,,1.0862,3.067,0.1806981519507187,first_visit_proxy,1.8973305954825461
38,3005,2,1994-08-17,G,3,JPCUB,0.0,0.0,-0.2,0.0,0.0,0.0,,,,,8.0,,1994,,,383005,1744.0,3.4,618.3,,45.775,ND,,1.2082000000000002,3.3122999999999996,0.188911704312115,first_visit_proxy,3.080082135523614
38,3005,2,1999-05-14,G,3,JPCUB,0.0,0.0,1.7,0.0,0.0,0.0,,,,,8.0,,1999,,,383005,1145.0,5.1,588.0,,93.76875,ND,,1.5018,1.2404,0.8815879534565366,first_visit_proxy,7.819301848049282
38,3005,2,2000-07-23,G,3,JPCUB,0.0,0.0,1.7,0.0,0.0,0.0,,,,,8.0,,2000,,,383005,1521.0,4.2,567.6,,93.76875,ND,,1.5731,1.5018,1.1937029431895962,first_visit_proxy,9.013004791238878
6,3005,4,1996-06-11,G,3,JPCTB,43.0,99.0,4.0,4.0,32.0,42.6,,,,,8.2,,1996,,3138.0,63005,38.0,10.1,1537.9,,44.2037037037037,CA,,4.0941,,,first_visit_proxy,0.0
6,3005,4,1998-05-06,G,3,JPCTB,44.0,100.0,1.6,0.0,35.0,43.1,,,,,8.2,,1998,,1636.0,63005,81.0,9.1,1906.4,,44.10416666666666,CA,,4.7498,4.0941,1.9000684462696784,first_visit_proxy,1.9000684462696784
6,3005,5,1999-10-29,G,3,JPCTB,,19.0,3.0,0.0,6.0,43.7,,,,,8.2,,1999,,3444.0,63005,28.0,9.7,891.7,,61.9,CA,,4.3835999999999995,,,first_visit_proxy,0.0
6,3005,6,2000-11-10,G,3,JPCTB,,31.0,0.3,0.0,10.0,43.6,,,,,8.2,,2000,,3406.0,63005,15.0,10.0,1182.2,,43.93518518518518,CA,,3.1055,,,first_visit_proxy,0.0
6,3005,6,2002-03-27,G,3,JPCTB,,31.0,0.6,0.0,10.0,42.2,,,,,8.2,,2002,,3359.0,63005,55.0,10.2,1172.9,,43.93518518518518,CA,,3.1572,3.1055,1.374401095140315,first_visit_proxy,1.374401095140315
38,3006,1,1990-11-30,G,3,JPCUB,0.0,0.0,-0.6,,0.0,,,,,,8.5,7.0,1990,,,383006,1158.0,5.2,430.3,1987-10-01,,ND,38.9,1.3112,2.7745,0.4654346338124572,construction_date,3.164955509924709
38,3006,1,1991-07-19,G,3,JPCUB,0.0,0.0,-0.6,,0.0,,,,,,8.5,7.0,1991,,52.0,383006,1391.0,4.9,537.7,1987-10-01,,ND,38.9,0.8314,2.8386000000000005,0.08487337440109514,construction_date,3.7973990417522243
38,3006,1,1993-06-11,G,3,JPCUB,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.5,7.0,1993,,36.0,383006,1623.0,2.6,566.6,1987-10-01,30.916666666666668,ND,38.9,0.8324,1.0065,0.7802874743326489,construction_date,5.69472963723477
19,3006,1,1993-12-02,G,3,JPCTB,17.0,16.0,4.1,1.0,4.0,0.0,,,,,8.9,12.0,1993,,,193006,492.0,9.1,1191.1,1975-10-01,47.58958333333333,IA,29.0,3.1549,0.8324,0.47638603696098564,construction_date,18.171115674195757
38,3006,1,1994-07-21,G,3,JPCUB,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.5,7.0,1994,,,383006,1672.0,3.8,636.5,1987-10-01,30.916666666666668,ND,38.9,0.9532,3.1549,0.6324435318275154,construction_date,6.803559206023272
19,3006,1,1994-09-14,G,3,JPCTB,17.0,16.0,4.1,1.0,4.0,0.0,,,,,8.9,12.0,1994,,180.0,193006,620.0,9.8,771.2,1975-10-01,47.58958333333333,IA,29.0,3.2373,0.9532,0.15058179329226556,construction_date,18.954140999315538
38,3006,1,1999-05-13,G,3,JPCUB,0.0,0.0,1.6,0.0,0.0,0.0,,,,,8.5,7.0,1999,,,383006,1063.0,5.5,624.1,1987-10-01,93.56041666666668,ND,38.9,1.0151,1.1844,0.8788501026694046,construction_date,11.613963039014374
19,3006,2,1998-10-13,G,3,JPCTB,21.0,20.0,6.2,23.8,5.0,0.0,,,,,8.9,,1998,,,193006,261.0,11.7,1104.0,,34.729166666666664,IA,,4.0329999999999995,3.377,1.051334702258727,first_visit_proxy,1.051334702258727
38,3006,2,2004-05-03,G,3,JPCUB,0.0,0.0,-0.4,0.0,0.0,0.0,,,,,8.5,,2004,,,383006,1403.0,3.2,577.2,,87.62708333333333,ND,,1.3898,1.375,2.5708418891170433,first_visit_proxy,6.606433949349761
19,3006,3,1999-07-19,G,3,JPCTB,21.0,20.0,6.4,20.9,5.0,0.0,,,,,8.9,,1999,,,193006,430.0,10.4,840.8,,63.46041666666667,IA,,3.7359999999999998,,,first_visit_proxy,0.0
19,3006,3,2000-05-21,G,3,JPCTB,21.0,20.0,6.4,20.9,5.0,0.0,,,,,8.9,,2000,,,193006,638.0,9.7,964.1,,63.46041666666667,IA,,3.9685,3.7359999999999998,0.840520191649555,first_visit_proxy,0.840520191649555
38,3006,4,2010-10-05,G,3,JPCUB,0.0,0.0,0.1,0.0,0.0,0.0,,,,,8.5,,2010,,,383006,1529.0,4.4,658.9,,87.66875,ND,,1.1802,,,first_visit_proxy,0.0
38,3006,4,2011-08-15,G,3,JPCUB,0.0,0.0,0.1,0.0,0.0,0.0,,,,,8.5,,2011,,,383006,1418.0,4.3,562.1,,87.66875,ND,,1.1328,1.1802,0.8596851471594799,first_visit_proxy,0.8596851471594799
38,3006,4,2016-08-11,G,3,JPCUB,0.0,0.0,0.1,0.7,0.0,0.0,,,,,8.5,,2016,,,383006,969.0,6.3,537.3,,85.72708333333334,ND,,0.8956250000000001,1.0227,2.2778918548939084,first_visit_proxy,5.8507871321013
38,3006,4,2020-06-09,G,3,JPCUB,0.0,0.0,0.0,1.9,0.0,0.0,,,,,8.5,,2020,,,383006,1205.0,4.8,319.6,,,ND,,0.8615999999999999,0.8956250000000001,3.8275154004106775,first_visit_proxy,9.678302532511978
38,3006,4,2020-06-10,G,3,JPCUB,0.0,0.0,0.0,1.9,0.0,0.0,,,,,8.5,,2020,,,383006,1205.0,4.8,319.6,,,ND,,0.9128000000000001,0.8615999999999999,0.0027378507871321013,first_visit_proxy,9.681040383299111
13,3007,1,1990-08-03,G,3,JPCUB,0.0,0.0,0.2,,0.0,0.0,,,,,9.3,,1990,,,133007,12.0,15.7,1733.8,1981-12-01,,GA,,1.7614,,,construction_date,8.670773442847365
13,3007,1,1992-05-19,G,3,JPCUB,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.3,,1992,280.0,,133007,23.0,14.1,1771.5,1981-12-01,63.79583333333333,GA,,1.8212,1.7614,1.7932922655715264,construction_date,10.464065708418891
13,3007,1,1994-05-06,G,3,JPCUB,0.0,0.0,0.4,0.0,0.0,0.0,,,,,9.3,,1994,450.0,,133007,79.0,14.6,1624.4,1981-12-01,54.05,GA,,1.7900000000000003,1.8212,1.9630390143737166,construction_date,12.427104722792608
27,3007,1,1998-10-06,G,3,JPCTB,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.6,16.0,1998,2080.0,1094.0,271003,646.0,8.6,754.8,1993-06-01,74.09803921568627,MN,39.3,0.988,1.1052,1.1690622861054072,construction_date,5.347022587268994
13,3007,1,1999-05-12,G,3,JPCUB,0.0,0.0,2.1,0.0,0.0,0.0,,,,,9.3,,1999,,,133007,34.0,15.1,1304.8,1981-12-01,,GA,,1.7858,0.988,0.5968514715947981,construction_date,17.44284736481862
27,3007,1,1999-12-15,G,3,JPCTB,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.6,16.0,1999,2220.0,1215.0,271003,726.0,7.8,812.3,1993-06-01,,MN,39.3,0.9964000000000001,1.7858,0.5941136208076659,construction_date,6.537987679671458
